"level_1","level_2","level_3","level_4","level","lowest_cause","cause_name","rei_level_1","rei_level_2","rei_level","rei_name","Incidence","Pct_of_Ecode_Resulting_in_Ncode","Pct_of_Ncode_from_lowest_Ecodes"
"Injuries","Self-harm and interpersonal violence","Interpersonal violence","Physical violence by sharp object",4,1,"Physical violence by sharp object","Fractures","Fracture of femur, other than femoral neck",2,"Fracture of femur, other than femoral neck",57294.6907969246,1.09576748676192,0.391387217409559
"Injuries","Self-harm and interpersonal violence","Interpersonal violence","Physical violence by sharp object",4,1,"Physical violence by sharp object","Head Injuries",NA,1,"Head Injuries",177607.622966755,3.39676601690441,0.653913813337156
"Injuries","Self-harm and interpersonal violence","Interpersonal violence","Physical violence by sharp object",4,1,"Physical violence by sharp object","Head Injuries","Minor TBI",2,"Minor TBI",100489.985818842,1.92188242355195,0.793225603970363
"Injuries","Self-harm and interpersonal violence","Interpersonal violence","Physical violence by sharp object",4,1,"Physical violence by sharp object","Head Injuries","Moderate/Severe TBI",2,"Moderate/Severe TBI",77117.6371479133,1.47488359335247,0.532132647922306
"Injuries","Self-harm and interpersonal violence","Interpersonal violence","Physical violence by sharp object",4,1,"Physical violence by sharp object","Spinal Injuries",NA,1,"Spinal Injuries",6205.41662762964,0.118679299735977,0.682663711462923
"Injuries","Self-harm and interpersonal violence","Interpersonal violence","Physical violence by sharp object",4,1,"Physical violence by sharp object","Spinal Injuries","Spinal cord lesion at neck level",2,"Spinal cord lesion at neck level",3143.74567194301,0.0601244940159195,0.638611340426571
"Injuries","Self-harm and interpersonal violence","Interpersonal violence","Physical violence by sharp object",4,1,"Physical violence by sharp object","Spinal Injuries","Spinal cord lesion below neck level",2,"Spinal cord lesion below neck level",3061.67095568663,0.0585548057200578,0.734703259851262
"Injuries","Self-harm and interpersonal violence","Interpersonal violence","Physical violence by sharp object",4,1,"Physical violence by sharp object","Minor Injuries",NA,1,"Minor Injuries",2522954.42455465,48.2517907079359,0.895378582132014
"Injuries","Self-harm and interpersonal violence","Interpersonal violence","Physical violence by sharp object",4,1,"Physical violence by sharp object","Minor Injuries","Muscle and tendon injuries, including sprains and strains lesser dislocations",2,"Muscle and tendon injuries, including sprains and strains lesser dislocations",309852.064870766,5.92595602958827,0.353902575736182
"Injuries","Self-harm and interpersonal violence","Interpersonal violence","Physical violence by sharp object",4,1,"Physical violence by sharp object","Minor Injuries","Foreign body in ear",2,"Foreign body in ear",22284.9350595128,0.426201921036036,0.604072627162029
"Injuries","Self-harm and interpersonal violence","Interpersonal violence","Physical violence by sharp object",4,1,"Physical violence by sharp object","Minor Injuries","Open wound(s)",2,"Open wound(s)",1958825.00329058,37.4627512777736,1.87130238779668
"Injuries","Self-harm and interpersonal violence","Interpersonal violence","Physical violence by sharp object",4,1,"Physical violence by sharp object","Minor Injuries","Contusion in any part of the body",2,"Contusion in any part of the body",66447.4262979739,1.27081459562108,0.180705405654659
"Injuries","Self-harm and interpersonal violence","Interpersonal violence","Physical violence by sharp object",4,1,"Physical violence by sharp object","Minor Injuries","Superficial injury of any part of the body",2,"Superficial injury of any part of the body",165544.995035812,3.16606688391698,0.337262661732447
"Injuries","Self-harm and interpersonal violence","Interpersonal violence","Physical violence by sharp object",4,1,"Physical violence by sharp object","Other Injuries",NA,1,"Other Injuries",1521095.56033611,29.091125828428,0.774946545176246
"Injuries","Self-harm and interpersonal violence","Interpersonal violence","Physical violence by sharp object",4,1,"Physical violence by sharp object","Other Injuries","Dislocation of hip",2,"Dislocation of hip",22328.8770803022,0.427042317188172,0.751131020757998
"Injuries","Self-harm and interpersonal violence","Interpersonal violence","Physical violence by sharp object",4,1,"Physical violence by sharp object","Other Injuries","Dislocation of knee",2,"Dislocation of knee",24968.4283856256,0.477524036519986,0.690239819233398
"Injuries","Self-harm and interpersonal violence","Interpersonal violence","Physical violence by sharp object",4,1,"Physical violence by sharp object","Other Injuries","Dislocation of shoulder",2,"Dislocation of shoulder",32881.0690585857,0.628854190558011,0.562568678544409
"Injuries","Self-harm and interpersonal violence","Interpersonal violence","Physical violence by sharp object",4,1,"Physical violence by sharp object","Other Injuries","Foreign body in respiratory system",2,"Foreign body in respiratory system",25413.7845896648,0.486041524643685,0.506140406041329
"Injuries","Self-harm and interpersonal violence","Interpersonal violence","Physical violence by sharp object",4,1,"Physical violence by sharp object","Other Injuries","Foreign body in GI and urogenital system",2,"Foreign body in GI and urogenital system",28612.50101305,0.547217340541535,0.374156156705424
"Injuries","Self-harm and interpersonal violence","Interpersonal violence","Physical violence by sharp object",4,1,"Physical violence by sharp object","Other Injuries","Drowning and nonfatal submersion",2,"Drowning and nonfatal submersion",22330.0320381182,0.427064405887941,1.02028581490579
"Injuries","Self-harm and interpersonal violence","Interpersonal violence","Physical violence by sharp object",4,1,"Physical violence by sharp object","Other Injuries","Asphyxiation",2,"Asphyxiation",22269.6617658218,0.425909817554726,1.25175615095922
"Injuries","Self-harm and interpersonal violence","Interpersonal violence","Physical violence by sharp object",4,1,"Physical violence by sharp object","Other Injuries","Crush injury",2,"Crush injury",5893.10935968289,0.112706387667939,0.696211363628395
"Injuries","Self-harm and interpersonal violence","Interpersonal violence","Physical violence by sharp object",4,1,"Physical violence by sharp object","Other Injuries","Nerve injury",2,"Nerve injury",71712.9569838458,1.37151846967769,1.42903626226932
"Injuries","Self-harm and interpersonal violence","Interpersonal violence","Physical violence by sharp object",4,1,"Physical violence by sharp object","Other Injuries","Injury to eyes",2,"Injury to eyes",119860.956652696,2.29235444690198,0.199990607143028
"Injuries","Self-harm and interpersonal violence","Interpersonal violence","Physical violence by sharp object",4,1,"Physical violence by sharp object","Other Injuries","Poisoning requiring urgent care",2,"Poisoning requiring urgent care",95775.0134232878,1.83170803950055,0.290228774843701
"Injuries","Self-harm and interpersonal violence","Interpersonal violence","Physical violence by sharp object",4,1,"Physical violence by sharp object","Other Injuries","Severe chest Injury",2,"Severe chest Injury",359405.848683863,6.87367778867549,4.51890381828939
"Injuries","Self-harm and interpersonal violence","Interpersonal violence","Physical violence by sharp object",4,1,"Physical violence by sharp object","Other Injuries","Internal hemorrhage in abdomen and pelvis",2,"Internal hemorrhage in abdomen and pelvis",485263.102061153,9.2807120933513,3.74135958923237
"Injuries","Self-harm and interpersonal violence","Interpersonal violence","Physical violence by sharp object",4,1,"Physical violence by sharp object","Other Injuries","Effect of different environmental factors",2,"Effect of different environmental factors",29669.6806154609,0.567436020839431,0.460489391780647
"Injuries","Self-harm and interpersonal violence","Interpersonal violence","Physical violence by sharp object",4,1,"Physical violence by sharp object","Other Injuries","Complications following therapeutic procedures",2,"Complications following therapeutic procedures",90566.7829045515,1.73210003766631,0.277180056464788
"Injuries","Self-harm and interpersonal violence","Interpersonal violence","Physical violence by sharp object",4,1,"Physical violence by sharp object","Other Injuries","Multiple fractures, dislocations, crashes, wounds, pains, and strains",2,"Multiple fractures, dislocations, crashes, wounds, pains, and strains",84143.7557203973,1.60925891125322,1.00479934912017
"Injuries","Self-harm and interpersonal violence","Interpersonal violence","Physical violence by other means",4,1,"Physical violence by other means","Amputations",NA,1,"Amputations",413433.210884216,1.5707664161564,3.12429537790579
"Injuries","Self-harm and interpersonal violence","Interpersonal violence","Physical violence by other means",4,1,"Physical violence by other means","Amputations","Amputation of lower limbs, bilateral",2,"Amputation of lower limbs, bilateral",0,0,0
"Injuries","Self-harm and interpersonal violence","Interpersonal violence","Physical violence by other means",4,1,"Physical violence by other means","Amputations","Amputation of upper limbs, bilateral",2,"Amputation of upper limbs, bilateral",7191.08392913199,0.0273212524641758,2.37678911756007
"Injuries","Self-harm and interpersonal violence","Interpersonal violence","Physical violence by other means",4,1,"Physical violence by other means","Amputations","Amputation of fingers (excluding thumb)",2,"Amputation of fingers (excluding thumb)",171423.60894029,0.651293705418225,2.90701167114066
"Injuries","Self-harm and interpersonal violence","Interpersonal violence","Physical violence by other means",4,1,"Physical violence by other means","Amputations","Amputation of lower limb, unilateral",2,"Amputation of lower limb, unilateral",19454.7676090725,0.0739149511697464,1.72699193587066
"Injuries","Self-harm and interpersonal violence","Interpersonal violence","Physical violence by other means",4,1,"Physical violence by other means","Amputations","Amputation of upper limb, unilateral",2,"Amputation of upper limb, unilateral",6824.8142152304,0.0259296754193096,2.12439184433678
"Injuries","Self-harm and interpersonal violence","Interpersonal violence","Physical violence by other means",4,1,"Physical violence by other means","Amputations","Amputation of thumb",2,"Amputation of thumb",110511.618005555,0.419869361213085,3.88729660986502
"Injuries","Self-harm and interpersonal violence","Interpersonal violence","Physical violence by other means",4,1,"Physical violence by other means","Amputations","Amputation of toe/toes",2,"Amputation of toe/toes",98027.3181849357,0.372437470471854,3.88162654677534
"Injuries","Self-harm and interpersonal violence","Interpersonal violence","Physical violence by other means",4,1,"Physical violence by other means","Burns",NA,1,"Burns",654345.52639263,2.48607018101303,4.00460341245395
"Injuries","Self-harm and interpersonal violence","Interpersonal violence","Physical violence by other means",4,1,"Physical violence by other means","Burns","Lower airway burns",2,"Lower airway burns",6860.61069757709,0.026065677827453,2.69816874068005
"Injuries","Self-harm and interpersonal violence","Interpersonal violence","Physical violence by other means",4,1,"Physical violence by other means","Burns","Burns, <20% total burned surface area without lower airway burns",2,"Burns, <20% total burned surface area without lower airway burns",576225.19333523,2.18926578224914,3.95104546049167
"Injuries","Self-harm and interpersonal violence","Interpersonal violence","Physical violence by other means",4,1,"Physical violence by other means","Burns","Burns, >=20% total burned surface area or >= 10% burned surface area if head/neck or hands/wrist involved w/o lower airway burns",2,"Burns, >=20% total burned surface area or >= 10% burned surface area if head/neck or hands/wrist involved w/o lower airway burns",71259.7223598232,0.270738720936443,4.74607700471498
"Injuries","Self-harm and interpersonal violence","Interpersonal violence","Physical violence by other means",4,1,"Physical violence by other means","Fractures",NA,1,"Fractures",6268796.41438012,23.81718405343,3.51713119393949
"Injuries","Self-harm and interpersonal violence","Interpersonal violence","Physical violence by other means",4,1,"Physical violence by other means","Fractures","Fracture of clavicle, scapula, or humerus",2,"Fracture of clavicle, scapula, or humerus",615277.679183122,2.33763880024181,3.17975965186198
"Injuries","Self-harm and interpersonal violence","Interpersonal violence","Physical violence by other means",4,1,"Physical violence by other means","Fractures","Fracture of face bones",2,"Fracture of face bones",1033478.92490913,3.92652052209541,9.68008982044083
"Injuries","Self-harm and interpersonal violence","Interpersonal violence","Physical violence by other means",4,1,"Physical violence by other means","Fractures","Fracture of foot bones except ankle",2,"Fracture of foot bones except ankle",229149.62030478,0.87061348332401,2.14480172924013
"Injuries","Self-harm and interpersonal violence","Interpersonal violence","Physical violence by other means",4,1,"Physical violence by other means","Fractures","Fracture of hand (wrist and other distal part of hand)",2,"Fracture of hand (wrist and other distal part of hand)",769930.076363843,2.92521325065912,4.05844827884458
"Injuries","Self-harm and interpersonal violence","Interpersonal violence","Physical violence by other means",4,1,"Physical violence by other means","Fractures","Fracture of hip",2,"Fracture of hip",239286.972085236,0.909128559777225,1.67994040076955
"Injuries","Self-harm and interpersonal violence","Interpersonal violence","Physical violence by other means",4,1,"Physical violence by other means","Fractures","Fracture of patella, tibia or fibula, or ankle",2,"Fracture of patella, tibia or fibula, or ankle",760829.915530584,2.89063879790063,2.32797619770507
"Injuries","Self-harm and interpersonal violence","Interpersonal violence","Physical violence by other means",4,1,"Physical violence by other means","Fractures","Fracture of pelvis",2,"Fracture of pelvis",150596.693711558,0.572165521875683,2.49267305150474
"Injuries","Self-harm and interpersonal violence","Interpersonal violence","Physical violence by other means",4,1,"Physical violence by other means","Fractures","Fracture of radius and/or ulna",2,"Fracture of radius and/or ulna",855835.675977891,3.25159639376688,2.79089757863936
"Injuries","Self-harm and interpersonal violence","Interpersonal violence","Physical violence by other means",4,1,"Physical violence by other means","Fractures","Fracture of skull",2,"Fracture of skull",681152.936231927,2.58792019685876,8.96895935206634
"Injuries","Self-harm and interpersonal violence","Interpersonal violence","Physical violence by other means",4,1,"Physical violence by other means","Fractures","Fracture of sternum and/or fracture of one or more ribs",2,"Fracture of sternum and/or fracture of one or more ribs",218974.68078082,0.831955598882465,5.32843274282321
"Injuries","Self-harm and interpersonal violence","Interpersonal violence","Physical violence by other means",4,1,"Physical violence by other means","Fractures","Fracture of vertebral column",2,"Fracture of vertebral column",266011.171122719,1.01066243088782,3.1006167292262
"Injuries","Self-harm and interpersonal violence","Interpersonal violence","Physical violence by other means",4,1,"Physical violence by other means","Fractures","Fracture of femur, other than femoral neck",2,"Fracture of femur, other than femoral neck",448272.06817851,1.7031304971602,3.06220270964849
"Injuries","Self-harm and interpersonal violence","Interpersonal violence","Physical violence by other means",4,1,"Physical violence by other means","Head Injuries",NA,1,"Head Injuries",1449390.88043199,5.50670449042252,5.33635156986919
"Injuries","Self-harm and interpersonal violence","Interpersonal violence","Physical violence by other means",4,1,"Physical violence by other means","Head Injuries","Minor TBI",2,"Minor TBI",860246.460918999,3.26835439160542,6.79042307515082
"Injuries","Self-harm and interpersonal violence","Interpersonal violence","Physical violence by other means",4,1,"Physical violence by other means","Head Injuries","Moderate/Severe TBI",2,"Moderate/Severe TBI",589144.419512988,2.2383500988171,4.06525655555019
"Injuries","Self-harm and interpersonal violence","Interpersonal violence","Physical violence by other means",4,1,"Physical violence by other means","Spinal Injuries",NA,1,"Spinal Injuries",22243.9125483667,0.084511814423828,2.4470737113948
"Injuries","Self-harm and interpersonal violence","Interpersonal violence","Physical violence by other means",4,1,"Physical violence by other means","Spinal Injuries","Spinal cord lesion at neck level",2,"Spinal cord lesion at neck level",12191.2478151956,0.0463184914395092,2.47649457722283
"Injuries","Self-harm and interpersonal violence","Interpersonal violence","Physical violence by other means",4,1,"Physical violence by other means","Spinal Injuries","Spinal cord lesion below neck level",2,"Spinal cord lesion below neck level",10052.664733171,0.0381933229843188,2.41231852036046
"Injuries","Self-harm and interpersonal violence","Interpersonal violence","Physical violence by other means",4,1,"Physical violence by other means","Minor Injuries",NA,1,"Minor Injuries",11980776.6299384,45.5188433689934,4.25189241920144
"Injuries","Self-harm and interpersonal violence","Interpersonal violence","Physical violence by other means",4,1,"Physical violence by other means","Minor Injuries","Muscle and tendon injuries, including sprains and strains lesser dislocations",2,"Muscle and tendon injuries, including sprains and strains lesser dislocations",1402203.97347849,5.32742617708547,1.60155007560954
"Injuries","Self-harm and interpersonal violence","Interpersonal violence","Physical violence by other means",4,1,"Physical violence by other means","Minor Injuries","Foreign body in ear",2,"Foreign body in ear",101766.233134862,0.386642817022626,2.75855395772929
"Injuries","Self-harm and interpersonal violence","Interpersonal violence","Physical violence by other means",4,1,"Physical violence by other means","Minor Injuries","Open wound(s)",2,"Open wound(s)",6154715.24835943,23.3837528254016,5.87971529928194
"Injuries","Self-harm and interpersonal violence","Interpersonal violence","Physical violence by other means",4,1,"Physical violence by other means","Minor Injuries","Contusion in any part of the body",2,"Contusion in any part of the body",1502517.47589445,5.70854960049167,4.08613312977933
"Injuries","Self-harm and interpersonal violence","Interpersonal violence","Physical violence by other means",4,1,"Physical violence by other means","Minor Injuries","Superficial injury of any part of the body",2,"Superficial injury of any part of the body",2819573.69907118,10.712471948992,5.7442807648388
"Injuries","Self-harm and interpersonal violence","Interpersonal violence","Physical violence by other means",4,1,"Physical violence by other means","Other Injuries",NA,1,"Other Injuries",5531490.272381,21.0159196755608,2.81810649378957
"Injuries","Self-harm and interpersonal violence","Interpersonal violence","Physical violence by other means",4,1,"Physical violence by other means","Other Injuries","Dislocation of hip",2,"Dislocation of hip",104660.734020855,0.397639961575986,3.52072895092951
"Injuries","Self-harm and interpersonal violence","Interpersonal violence","Physical violence by other means",4,1,"Physical violence by other means","Other Injuries","Dislocation of knee",2,"Dislocation of knee",107946.46349929,0.410123510022089,2.98412644568088
"Injuries","Self-harm and interpersonal violence","Interpersonal violence","Physical violence by other means",4,1,"Physical violence by other means","Other Injuries","Dislocation of shoulder",2,"Dislocation of shoulder",158628.068409882,0.602679310607639,2.71399882608434
"Injuries","Self-harm and interpersonal violence","Interpersonal violence","Physical violence by other means",4,1,"Physical violence by other means","Other Injuries","Foreign body in respiratory system",2,"Foreign body in respiratory system",125140.382755042,0.475448767447052,2.49229326377319
"Injuries","Self-harm and interpersonal violence","Interpersonal violence","Physical violence by other means",4,1,"Physical violence by other means","Other Injuries","Foreign body in GI and urogenital system",2,"Foreign body in GI and urogenital system",132958.549825708,0.505152511479219,1.73865472232659
"Injuries","Self-harm and interpersonal violence","Interpersonal violence","Physical violence by other means",4,1,"Physical violence by other means","Other Injuries","Drowning and nonfatal submersion",2,"Drowning and nonfatal submersion",93310.3622550338,0.354516230072871,4.26346181814767
"Injuries","Self-harm and interpersonal violence","Interpersonal violence","Physical violence by other means",4,1,"Physical violence by other means","Other Injuries","Asphyxiation",2,"Asphyxiation",96863.5054820533,0.368015769795041,5.44460396685141
"Injuries","Self-harm and interpersonal violence","Interpersonal violence","Physical violence by other means",4,1,"Physical violence by other means","Other Injuries","Crush injury",2,"Crush injury",18916.1802912663,0.0718686838435965,2.23475569031893
"Injuries","Self-harm and interpersonal violence","Interpersonal violence","Physical violence by other means",4,1,"Physical violence by other means","Other Injuries","Nerve injury",2,"Nerve injury",198282.028768847,0.753337524702836,3.95119963231802
"Injuries","Self-harm and interpersonal violence","Interpersonal violence","Physical violence by other means",4,1,"Physical violence by other means","Other Injuries","Injury to eyes",2,"Injury to eyes",862948.174666268,3.27861907549766,1.43984775529984
"Injuries","Self-harm and interpersonal violence","Interpersonal violence","Physical violence by other means",4,1,"Physical violence by other means","Other Injuries","Poisoning requiring urgent care",2,"Poisoning requiring urgent care",847957.717130056,3.22166548144473,2.56958177885338
"Injuries","Self-harm and interpersonal violence","Interpersonal violence","Physical violence by other means",4,1,"Physical violence by other means","Other Injuries","Severe chest Injury",2,"Severe chest Injury",636343.298619984,2.41767389823547,8.00091087111411
"Injuries","Self-harm and interpersonal violence","Interpersonal violence","Physical violence by other means",4,1,"Physical violence by other means","Other Injuries","Internal hemorrhage in abdomen and pelvis",2,"Internal hemorrhage in abdomen and pelvis",1062675.29847441,4.03744698340176,8.19318510164942
"Injuries","Self-harm and interpersonal violence","Interpersonal violence","Physical violence by other means",4,1,"Physical violence by other means","Other Injuries","Effect of different environmental factors",2,"Effect of different environmental factors",150401.398923847,0.571423533845426,2.33431055800817
"Injuries","Self-harm and interpersonal violence","Interpersonal violence","Physical violence by other means",4,1,"Physical violence by other means","Other Injuries","Complications following therapeutic procedures",2,"Complications following therapeutic procedures",482312.167368566,1.8324598379164,1.47611861101179
"Injuries","Self-harm and interpersonal violence","Interpersonal violence","Physical violence by other means",4,1,"Physical violence by other means","Other Injuries","Multiple fractures, dislocations, crashes, wounds, pains, and strains",2,"Multiple fractures, dislocations, crashes, wounds, pains, and strains",452145.941889888,1.71784859567302,5.39928297980827
"Injuries","Self-harm and interpersonal violence","Conflict and terrorism",NA,3,1,"Conflict and terrorism","Amputations",NA,1,"Amputations",486040.074581433,4.96019499179713,3.67298204042207
"Injuries","Self-harm and interpersonal violence","Conflict and terrorism",NA,3,1,"Conflict and terrorism","Amputations","Amputation of lower limbs, bilateral",2,"Amputation of lower limbs, bilateral",0,0,0
"Injuries","Self-harm and interpersonal violence","Conflict and terrorism",NA,3,1,"Conflict and terrorism","Amputations","Amputation of upper limbs, bilateral",2,"Amputation of upper limbs, bilateral",0,0,0
"Injuries","Self-harm and interpersonal violence","Conflict and terrorism",NA,3,1,"Conflict and terrorism","Amputations","Amputation of fingers (excluding thumb)",2,"Amputation of fingers (excluding thumb)",221432.096198661,2.25978562679962,3.75505854761733
"Injuries","Self-harm and interpersonal violence","Conflict and terrorism",NA,3,1,"Conflict and terrorism","Amputations","Amputation of lower limb, unilateral",2,"Amputation of lower limb, unilateral",29752.3729259664,0.303632516945335,2.64110623928498
"Injuries","Self-harm and interpersonal violence","Conflict and terrorism",NA,3,1,"Conflict and terrorism","Amputations","Amputation of upper limb, unilateral",2,"Amputation of upper limb, unilateral",0,0,0
"Injuries","Self-harm and interpersonal violence","Conflict and terrorism",NA,3,1,"Conflict and terrorism","Amputations","Amputation of thumb",2,"Amputation of thumb",0,0,0
"Injuries","Self-harm and interpersonal violence","Conflict and terrorism",NA,3,1,"Conflict and terrorism","Amputations","Amputation of toe/toes",2,"Amputation of toe/toes",234855.605456806,2.39677684805218,9.29967043554422
"Injuries","Self-harm and interpersonal violence","Conflict and terrorism",NA,3,1,"Conflict and terrorism","Burns",NA,1,"Burns",357512.707518517,3.64853195050703,2.18798257308667
"Injuries","Self-harm and interpersonal violence","Conflict and terrorism",NA,3,1,"Conflict and terrorism","Burns","Lower airway burns",2,"Lower airway burns",0,0,0
"Injuries","Self-harm and interpersonal violence","Conflict and terrorism",NA,3,1,"Conflict and terrorism","Burns","Burns, <20% total burned surface area without lower airway burns",2,"Burns, <20% total burned surface area without lower airway burns",320968.110442043,3.2755826056365,2.20080553643347
"Injuries","Self-harm and interpersonal violence","Conflict and terrorism",NA,3,1,"Conflict and terrorism","Burns","Burns, >=20% total burned surface area or >= 10% burned surface area if head/neck or hands/wrist involved w/o lower airway burns",2,"Burns, >=20% total burned surface area or >= 10% burned surface area if head/neck or hands/wrist involved w/o lower airway burns",36544.5970764736,0.372949344870529,2.43396221718953
"Injuries","Self-harm and interpersonal violence","Conflict and terrorism",NA,3,1,"Conflict and terrorism","Fractures",NA,1,"Fractures",2864445.00419173,29.2325808243403,1.6071073634576
"Injuries","Self-harm and interpersonal violence","Conflict and terrorism",NA,3,1,"Conflict and terrorism","Fractures","Fracture of clavicle, scapula, or humerus",2,"Fracture of clavicle, scapula, or humerus",361219.087968477,3.68635675283721,1.86678295063374
"Injuries","Self-harm and interpersonal violence","Conflict and terrorism",NA,3,1,"Conflict and terrorism","Fractures","Fracture of face bones",2,"Fracture of face bones",234533.109832058,2.39348567667268,2.19675652238508
"Injuries","Self-harm and interpersonal violence","Conflict and terrorism",NA,3,1,"Conflict and terrorism","Fractures","Fracture of foot bones except ankle",2,"Fracture of foot bones except ankle",213894.340010821,2.18286040509952,2.00201488320038
"Injuries","Self-harm and interpersonal violence","Conflict and terrorism",NA,3,1,"Conflict and terrorism","Fractures","Fracture of hand (wrist and other distal part of hand)",2,"Fracture of hand (wrist and other distal part of hand)",232822.880474678,2.37603223705537,1.22725380855438
"Injuries","Self-harm and interpersonal violence","Conflict and terrorism",NA,3,1,"Conflict and terrorism","Fractures","Fracture of hip",2,"Fracture of hip",219504.420873684,2.24011308127754,1.5410548328635
"Injuries","Self-harm and interpersonal violence","Conflict and terrorism",NA,3,1,"Conflict and terrorism","Fractures","Fracture of patella, tibia or fibula, or ankle",2,"Fracture of patella, tibia or fibula, or ankle",299516.475093959,3.05666178041225,0.916456110105769
"Injuries","Self-harm and interpersonal violence","Conflict and terrorism",NA,3,1,"Conflict and terrorism","Fractures","Fracture of pelvis",2,"Fracture of pelvis",218053.2249284,2.22530316078669,3.60921202303266
"Injuries","Self-harm and interpersonal violence","Conflict and terrorism",NA,3,1,"Conflict and terrorism","Fractures","Fracture of radius and/or ulna",2,"Fracture of radius and/or ulna",338909.160056424,3.45867677646485,1.10518967686106
"Injuries","Self-harm and interpersonal violence","Conflict and terrorism",NA,3,1,"Conflict and terrorism","Fractures","Fracture of skull",2,"Fracture of skull",221780.891194641,2.26334519170528,2.92026018296792
"Injuries","Self-harm and interpersonal violence","Conflict and terrorism",NA,3,1,"Conflict and terrorism","Fractures","Fracture of sternum and/or fracture of one or more ribs",2,"Fracture of sternum and/or fracture of one or more ribs",0,0,0
"Injuries","Self-harm and interpersonal violence","Conflict and terrorism",NA,3,1,"Conflict and terrorism","Fractures","Fracture of vertebral column",2,"Fracture of vertebral column",219475.21390123,2.23981501474749,2.55819527052386
"Injuries","Self-harm and interpersonal violence","Conflict and terrorism",NA,3,1,"Conflict and terrorism","Fractures","Fracture of femur, other than femoral neck",2,"Fracture of femur, other than femoral neck",304736.199857354,3.10993074728139,2.08169119419587
"Injuries","Self-harm and interpersonal violence","Conflict and terrorism",NA,3,1,"Conflict and terrorism","Head Injuries",NA,1,"Head Injuries",308194.523789706,3.1452240532172,1.13470724361127
"Injuries","Self-harm and interpersonal violence","Conflict and terrorism",NA,3,1,"Conflict and terrorism","Head Injuries","Minor TBI",2,"Minor TBI",255118.348453861,2.6035646451708,2.01379674190672
"Injuries","Self-harm and interpersonal violence","Conflict and terrorism",NA,3,1,"Conflict and terrorism","Head Injuries","Moderate/Severe TBI",2,"Moderate/Severe TBI",53076.1753358452,0.541659408046398,0.366240029746764
"Injuries","Self-harm and interpersonal violence","Conflict and terrorism",NA,3,1,"Conflict and terrorism","Spinal Injuries",NA,1,"Spinal Injuries",26476.9788413463,0.270206068830567,2.9127573100701
"Injuries","Self-harm and interpersonal violence","Conflict and terrorism",NA,3,1,"Conflict and terrorism","Spinal Injuries","Spinal cord lesion at neck level",2,"Spinal cord lesion at neck level",26476.9788413463,0.270206068830567,5.37845637426126
"Injuries","Self-harm and interpersonal violence","Conflict and terrorism",NA,3,1,"Conflict and terrorism","Spinal Injuries","Spinal cord lesion below neck level",2,"Spinal cord lesion below neck level",0,0,0
"Injuries","Self-harm and interpersonal violence","Conflict and terrorism",NA,3,1,"Conflict and terrorism","Minor Injuries",NA,1,"Minor Injuries",1591912.62129644,16.245979343027,0.564958467684596
"Injuries","Self-harm and interpersonal violence","Conflict and terrorism",NA,3,1,"Conflict and terrorism","Minor Injuries","Muscle and tendon injuries, including sprains and strains lesser dislocations",2,"Muscle and tendon injuries, including sprains and strains lesser dislocations",272609.183211089,2.78206422885198,0.311365012681068
"Injuries","Self-harm and interpersonal violence","Conflict and terrorism",NA,3,1,"Conflict and terrorism","Minor Injuries","Foreign body in ear",2,"Foreign body in ear",209561.645177857,2.13864386342863,5.68053948629064
"Injuries","Self-harm and interpersonal violence","Conflict and terrorism",NA,3,1,"Conflict and terrorism","Minor Injuries","Open wound(s)",2,"Open wound(s)",688433.812041206,7.02568805588987,0.657673775936364
"Injuries","Self-harm and interpersonal violence","Conflict and terrorism",NA,3,1,"Conflict and terrorism","Minor Injuries","Contusion in any part of the body",2,"Contusion in any part of the body",203605.877482419,2.0778633421503,0.553711177903896
"Injuries","Self-harm and interpersonal violence","Conflict and terrorism",NA,3,1,"Conflict and terrorism","Minor Injuries","Superficial injury of any part of the body",2,"Superficial injury of any part of the body",217702.103383869,2.22171985270619,0.443521659087988
"Injuries","Self-harm and interpersonal violence","Conflict and terrorism",NA,3,1,"Conflict and terrorism","Other Injuries",NA,1,"Other Injuries",4164227.92256395,42.4972827682808,2.12153274657138
"Injuries","Self-harm and interpersonal violence","Conflict and terrorism",NA,3,1,"Conflict and terrorism","Other Injuries","Dislocation of hip",2,"Dislocation of hip",0,0,0
"Injuries","Self-harm and interpersonal violence","Conflict and terrorism",NA,3,1,"Conflict and terrorism","Other Injuries","Dislocation of knee",2,"Dislocation of knee",0,0,0
"Injuries","Self-harm and interpersonal violence","Conflict and terrorism",NA,3,1,"Conflict and terrorism","Other Injuries","Dislocation of shoulder",2,"Dislocation of shoulder",212716.660594333,2.1708418085905,3.639411189512
"Injuries","Self-harm and interpersonal violence","Conflict and terrorism",NA,3,1,"Conflict and terrorism","Other Injuries","Foreign body in respiratory system",2,"Foreign body in respiratory system",214014.714508099,2.18408886548738,4.26231260903975
"Injuries","Self-harm and interpersonal violence","Conflict and terrorism",NA,3,1,"Conflict and terrorism","Other Injuries","Foreign body in GI and urogenital system",2,"Foreign body in GI and urogenital system",215719.508349825,2.20148683392251,2.8208922433499
"Injuries","Self-harm and interpersonal violence","Conflict and terrorism",NA,3,1,"Conflict and terrorism","Other Injuries","Drowning and nonfatal submersion",2,"Drowning and nonfatal submersion",233697.049808309,2.38495341573471,10.6778971251688
